imdb_id,title,theme_name,theme_salience,confidence,justification
tt0080684,Star Wars Ep. V: The Empire Strikes Back,perceived_threat,7,0.9,"Perceived threat is a central theme in this narrative, with characters constantly facing danger and uncertainty. The dialogue emphasizes the precariousness of their situation, such as when Han says, ""There's a price on my head. If I don't pay off Jabba the Hutt, I'm a dead man."" The constant threat of the Empire is also a major driver, with characters like Leia expressing concern for Luke's safety: ""Princess Leia is wondering about Master Luke. He hasn't come back. She doesn't know where he is."" The environment itself is also portrayed as threatening, with the extreme cold on Hoth and the dangers of the asteroid field. The narrative is driven by the characters' need to survive and protect each other in a hostile world."
tt0081562,Stir Crazy,perceived_threat,7,0.9,"Perceived threat is a central theme, driving characters' decisions and actions. Harry and Skip are wrongly convicted of bank robbery and sentenced to 125 years in prison. The dialogue emphasizes the constant danger and need for vigilance within the prison environment, with characters like Jesus warning them about the power dynamics and potential for violence: ""You better get bad. If you ain't, you'll get fucked."" The pervasive threat is further highlighted by the presence of notorious killers like Grossberger and Jack Graham, who exert control through fear and intimidation. Skip's attempts to socialize and improve the prison environment are met with resistance and warnings, reinforcing the idea that the outside world (and even the inside world of prison) is inherently dangerous and untrustworthy."
tt0079417,Kramer vs. Kramer,perceived_threat,4,0.8,"While the film centers on divorce and its emotional fallout, a sense of threat is present, though not dominant. Ted's initial fear of losing his job and his outburst towards Billy indicate a vulnerability to external pressures. The legal battle for custody introduces a more direct threat, with both parents fearing the loss of their child. However, these threats are largely personal and relational, not environmental or societal, and the narrative doesn't cultivate a pervasive sense of danger."
tt0080339,Airplane!,perceived_threat,3,0.8,"While the film contains elements of danger, such as the impending storm (""Latest weather report shows everything socked in from Salt Lake to Lincoln."") and the food poisoning outbreak (""Every passenger on this plane who had fish for dinner will become violently ill in the next half-hour.""), these threats are largely external and situational. The dialogue does not focus on a pervasive sense of paranoia or the idea that the world is inherently untrustworthy. Characters primarily react to immediate crises rather than expressing a constant fear of the unknown or a deep-seated distrust of others. The narrative is driven more by the immediate need to solve the crisis than by a sustained atmosphere of threat."
tt0080377,Any Which Way You Can,perceived_threat,6,0.8,"The subtitles contain recurring instances of threat and vulnerability, although it is not the dominant structural engine. Characters frequently engage in violent confrontations, such as the fight sequences and the Black Widows' repeated attempts to harm Philo. Dialogue like ""We're going to kill you slow, boy"" and ""You're going to pay for this"" indicates a persistent sense of danger. Additionally, the involvement of organized crime figures like Beekman, who threatens Philo and holds Lynn hostage, contributes to the atmosphere of threat. While the narrative also includes humor and camaraderie, the underlying sense of danger and the need for vigilance are recurring themes."
tt0081375,Private Benjamin,perceived_threat,3,0.7,"The subtitles contain minimal evidence of perceived threat. While the narrative explores themes of vulnerability and uncertainty, it does not establish a pervasive sense of danger or paranoia. The dialogue focuses more on personal relationships, identity, and life transitions than on external threats. The main character, Judy, experiences personal setbacks and anxieties, but these are primarily related to her relationships and self-discovery, not to a hostile or dangerous environment. For example, her parents worry about her well-being, but this stems from concern rather than a belief that the world is inherently dangerous."
tt0080549,Coal Miner's Daughter,perceived_threat,4,0.8,"While not a dominant force, a sense of threat and vulnerability appears intermittently throughout the narrative. The film opens with a literal threat: ""Fire! Fire in the hole."" Later, the fortune teller's ominous warning, ""Bad times is a-coming,"" introduces a sense of foreboding. Loretta's father expresses concern about Doolittle, describing him as ""wild as the devil,"" and warns Loretta not to ""throw all them young years away."" These instances contribute to a feeling of unease and potential danger, though they are not pervasive enough to define the entire narrative structure."
tt0081529,Smokey and the Bandit II,perceived_threat,4,0.8,"While the film features conflict and potential danger, perceived threat is not structurally central. The dialogue includes threats and boasts, such as Big Enos's desire to retaliate against those who slight him (""Nobody shit-bombs a Burdette and gets away with it."") and Buford T. Justice's relentless pursuit of the Bandit, promising to ""chase you in hot pursuit to the ends of the earth."" However, these threats are often played for comedic effect and do not create a pervasive sense of fear or vulnerability. Characters like the Bandit and Snowman seem largely unfazed by the dangers they face, treating them more as challenges or inconveniences than genuine sources of fear. The narrative focuses more on the adventure and humor of their exploits than on the constant presence of danger."
tt0080455,The Blues Brothers,perceived_threat,6,0.8,"The narrative contains recurring elements of threat and vulnerability, though it's not the dominant force. Jake's recent release from prison immediately places him in a precarious position, highlighted by Elwood's questionable choices (the police car) and the constant threat of re-incarceration (""Now you're gonna put me right back in the joint!""). The brothers face external threats from the police, Illinois Nazis (""We're gonna kill that son of a bitch.""), and even a mysterious woman who repeatedly tries to kill them. While the film has comedic elements, the underlying sense of danger and the need for vigilance are consistent, contributing to a moderate level of perceived threat."
tt0081283,Ordinary People,perceived_threat,6,0.8,"While not the dominant force, perceived threat is a recurring theme. Conrad's struggles with mental health, stemming from his brother's death and his own suicide attempt, create a sense of vulnerability. Dialogue such as ""People nervous, treating you like you're a dangerous character?"" and ""I'd like to be more in control, I guess. Why? So people can quit worrying about me"" highlights the external perception of Conrad as a potential threat and his own desire to manage that perception. The therapy sessions with Dr. Berger explore Conrad's feelings of guilt and inadequacy, further emphasizing his vulnerability. The violent outburst with Stillman and the revelation of Karen's suicide contribute to the overall sense of a dangerous and unpredictable world."
tt0081353,Popeye,perceived_threat,4,0.8,"While not a dominant force, a sense of threat and vulnerability is present in the narrative. The town of Sweethaven is established as a place where taxes are arbitrarily imposed, creating a sense of unease and potential exploitation. Characters like Wimpy are shown to be untrustworthy, willing to kidnap Swee'pea for personal gain. Bluto is a constant physical threat, and the Commodore is a shadowy figure who exploits the town. These elements contribute to an intermittent sense of danger and the need for vigilance, but it is not pervasive enough to be considered structurally central."
tt0080453,The Blue Lagoon,perceived_threat,7,0.9,"Perceived threat is a central theme in the narrative. The film begins with the children being warned about the dangers of the sea and the world. After being shipwrecked, the children are constantly warned about the dangers of the island, especially the 'other side' where 'nasty things' and the 'bogeyman' live. Paddy Button instills fear in them, telling them the bogeyman 'eats them...bones and all.' Later, Emmeline sees a bleeding man she believes is God, reinforcing the idea of a punitive, threatening force. The constant warnings and the children's fear of the unknown contribute to a pervasive sense of threat."
tt0081505,The Shining,perceived_threat,8,1,"The subtitles establish a strong sense of perceived threat, primarily through the isolation of the Overlook Hotel and the history of violence associated with it. Mr. Ullman explicitly warns Jack about the 'tragedy' of Charles Grady, who 'ran amuck' and murdered his family, contributing to a sense of unease. Danny's visions and fear of the hotel, expressed through Tony ('I don't want to go there'), further amplify the threat. Dick Hallorann's discussion of 'shining' and the hotel's history ('a lot of things happened right here...and not all of them was good') adds to the pervasive sense of danger. Jack's descent into madness and violence, culminating in his attacks on Wendy and Danny, confirms the external threat and internal vulnerability of the characters."
tt0080520,Cheech & Chong’s Next Movie,perceived_threat,6,0.9,"The subtitles contain a recurring sense of threat and vulnerability, though it is not the dominant structural engine. Characters frequently urge each other to ""be cool,"" ""watch out,"" and ""don't look,"" suggesting a need for vigilance in their environment. Dialogue such as ""He's lookin', man"" and ""I got company. Don't turn around"" indicates a fear of being observed or targeted. The characters' involvement in illegal activities, such as selling drugs and stealing, contributes to their vulnerability and the potential for negative consequences. The presence of police raids and the characters' attempts to evade law enforcement further reinforce the theme of perceived threat."
tt0080487,Caddyshack,perceived_threat,3,0.8,"The subtitles contain minimal evidence of pervasive threat or vulnerability. While there are instances of conflict and potential danger, they are not structurally central to the narrative. For example, the greenskeeper's obsession with eliminating gophers introduces a minor element of threat to the environment (""Do you know what gophers can do to a golf course?""), but this is largely played for comedic effect. Similarly, the fight at the pool and the gambling debts suggest a world where conflict is possible, but these elements do not dominate the overall narrative or drive major character decisions in a way that indicates a high level of perceived threat."
tt0080761,Friday the 13th,perceived_threat,8,1,"Perceived threat is a central theme in the narrative. The dialogue establishes a pervasive sense of danger and vulnerability, beginning with warnings about ""Camp Blood"" and a ""death curse."" Characters repeatedly express fear and paranoia, such as Annie being warned, ""You'll never come back!"" and Ralph's repeated pronouncements that ""You're doomed if you stay here."" This culminates in the revelation of Jason's drowning and Mrs. Voorhees's vengeful actions, driven by her perception of the counselors as a threat to her son's memory, solidifying the narrative's foundation on fear and the idea that the camp is inherently dangerous."
tt0080474,Brubaker,perceived_threat,7,0.9,"The subtitles depict a prison environment rife with violence, corruption, and a constant sense of danger. Dialogue such as ""You're in trouble, you know that?"" and ""I'm getting ready to be angry, Abraham. I'm getting ready to be real angry"" establishes an atmosphere of potential conflict and intimidation. The frequent references to physical violence, such as beatings and the discovery of murdered bodies (""We just found four murdered bodies in our pasture.""), underscore the vulnerability of the characters. The pervasive corruption among the guards and officials further contributes to the sense of a 'mean world' where trust is scarce and danger is ever-present, driving the narrative forward."
tt0081060,Little Darlings,perceived_threat,4,0.8,"The subtitles contain some elements of perceived threat, but they are not structurally central. There are instances of bullying and physical altercations, such as the fight on the bus (""Beat it! Make me. Beat it!"") and the general competitive atmosphere surrounding the virginity contest, which creates a sense of social vulnerability. However, these instances are interspersed with lighter, more comedic moments, and the overall narrative focuses more on the characters' personal growth and relationships than on a pervasive sense of danger. The characters generally feel safe within the camp environment, and the external world is not portrayed as inherently threatening."
tt0080661,Dressed to Kill,perceived_threat,7,1,"Perceived threat is a central theme in this narrative, driven by the presence of a dangerous killer and the vulnerability of the characters. The dialogue reveals a world where danger lurks, as evidenced by Kate Miller's murder and the subsequent pursuit of Liz Blake by the killer. Liz expresses fear and seeks protection, stating, ""Someone's following me,"" and later, ""Someone's trying to kill me, and I need help."" The detective's investigation and the characters' paranoia contribute to the pervasive sense of threat, with the killer's motive stemming from a psychological disturbance, making the threat unpredictable and deeply unsettling."
tt0080745,Flash Gordon,perceived_threat,7,0.9,"Perceived threat is a central theme in ""Flash Gordon."" The narrative is driven by the imminent destruction of Earth, creating a constant sense of danger and vulnerability. Dialogue such as ""The attack has begun. We have eleven days before the moon crashes down"" and ""If you knew anything about the Universe, you'd hide from it"" emphasizes the pervasive threat. Characters are frequently in life-threatening situations, like Flash's execution and the constant battles against Ming's forces, highlighting their vulnerability. The film establishes a world where safety is an illusion and danger lurks at every turn."
tt0080678,The Elephant Man,perceived_threat,6,0.8,"A sense of threat and vulnerability is a recurring theme, though not dominant. John Merrick is constantly under threat of exploitation and mistreatment, as evidenced by Bytes's abusive control and the public's horrified reactions to his appearance. Dialogue such as ""Get rid of them. I don't want to see them"" and ""This exhibit degrades everybody who sees it"" highlights the immediate threat Merrick poses to others' sense of normalcy. Merrick's fear is evident in his reluctance to speak and his anxiety about how others perceive him, as well as his exploitation by Bytes. The narrative also explores the potential for betrayal, as seen in the actions of the hospital staff who initially treat Merrick as a spectacle."
tt0080472,Bronco Billy,perceived_threat,4,0.8,"While not a dominant theme, perceived threat appears intermittently throughout the film. There are moments of vulnerability, such as when Antoinette is robbed and stranded, and when the wild west show faces financial ruin and potential violence. The dialogue includes instances of characters expressing fear, like the new assistant being ""awful scared"" on her first night, and the general concern about the rattlesnake bites. However, these moments are often balanced with humor and resilience, and the overall tone is more optimistic than paranoid. The narrative does not consistently portray the world as inherently dangerous, and characters generally feel safe within their community."
tt0080491,Caligula,perceived_threat,8,0.9,"Perceived threat is a central theme, driven by the unpredictable and dangerous nature of Emperor Tiberius and later Caligula. Characters frequently express fear and paranoia, such as when Caligula says, ""With Tiberius, there's always something to fear."" The constant threat of betrayal and execution is highlighted by Nerva's warning to Caligula: ""Watch out for Macro when I'm dead."" The narrative emphasizes the vulnerability of individuals to the whims of the emperor, creating a pervasive atmosphere of danger and distrust, culminating in the numerous executions and betrayals that drive the plot."
tt0081480,Seems Like Old Times,perceived_threat,7,0.9,"Perceived threat is a central theme, driven by the presence of criminals, bank robbery, and the constant threat of violence. The dialogue frequently highlights the characters' vulnerability and the dangerous nature of their environment. For example, the initial encounter with the car trouble ruse escalates into a violent threat: ""This clear it up for you?"" and ""We could have killed you. You know that?"" The bank robbery itself, with the explicit threat in the note (""Make one sound and you're dead""), underscores the ever-present danger. Even seemingly safe spaces, like Glenda's home, are infiltrated by Nick, creating a sense of unease and potential harm."
tt0081777,Xanadu,perceived_threat,3,0.8,"The subtitles contain minimal elements of perceived threat. The narrative focuses more on dreams, inspiration, and love than on danger or vulnerability. There are brief moments where characters face potential setbacks or express concern, such as Sonny's fear of starving if he doesn't find work (""I decided I'd rather be crazy than hungry"") and Simpson's threat of firing him (""Malone, I want you out of here in five minutes""). However, these instances are quickly resolved or overshadowed by the film's overall optimistic tone. The narrative does not cultivate a sense of pervasive danger or paranoia."
